Augustin	givenname	0	1	
Augustinas	givenname	0	1	
Augustine	givenname	0	1	
Augustinus	givenname	0	1	
Augusto	givenname	0	1	
Augustus	givenname	0	1	
Auke	givenname	0	1	
Aukje	givenname	0	1	
Aulis	givenname	0	1	
Aulus	givenname	0	1	
Aurelia	givenname	0	1	
Aurora	givenname	0	1	
Austėja	givenname	0	1	
Ava	givenname	0	1	
Avcı	givenname	0	1	
Avery	givenname	0	1	
Aviv	givenname	0	1	
Aviva	givenname	0	1	
Avni	givenname	0	1	
Avril	givenname	0	1	
Awgust	givenname	0	1	
Axel	givenname	0	1	
Ayan	givenname	0	1	
Aydan	givenname	0	1	
Aydın	givenname	0	1	
Aydoğan	givenname	0	1	
Aygun	givenname	0	1	
Aygün	givenname	0	1	
Ayhan	givenname	0	1	
Ayık	givenname	0	1	
Aykut	givenname	0	1	
Ayla	givenname	0	1	
Aylin	givenname	0	1	
Ayşe	givenname	0	1	
Aysel	givenname	0	1	
Aytaç	givenname	0	1	
Ayvaz	givenname	0	1	
Azadeh	givenname	0	1	
Azaria	givenname	0	1	
Babak	givenname	0	1	
Babatunde	givenname	0	1	
Babette	givenname	0	1	
Badea	givenname	0	1	
Bahar	givenname	0	1	
Bahriye	givenname	0	1	
Bakari	givenname	0	1	
Bakary	givenname	0	1	
Baki	givenname	0	1	
Bakr	givenname	0	1	
Balasingam	givenname	0	1	
Baldred	givenname	0	1	
Balduin	givenname	0	1	
Baldur	givenname	0	1	
Bálint	givenname	0	1	
Balthasar	givenname	0	1	
Baptist	givenname	0	1	
Barack	givenname	0	1	
Baran	givenname	0	1	
Barbara	givenname	0	1	
Bärbel	givenname	0	1	
Barbro	givenname	0	1	
Barend	givenname	0	1	
Barış	givenname	0	1	
Barnabas	givenname	0	1	
Barney	givenname	0	1	
Barnim	givenname	0	1	
Barry	givenname	0	1	
Barthel	givenname	0	1	
Barthélemy	givenname	0	1	
Bartholemew	givenname	0	1	
Bartholomäus	givenname	0	1	
Bartholomeus	givenname	0	1	
Bartimäus	givenname	0	1	
Bartolomé	givenname	0	1	
Bartolomeo	givenname	0	1	
Bartolomeu	givenname	0	1	
Bartolommeo	givenname	0	1	
Baruch	givenname	0	1	
Bas	givenname	0	1	
Basil	givenname	0	1	
Basilius	givenname	0	1	
Bastian	givenname	0	1	
Bastienne	givenname	0	1	
Battista	givenname	0	1	
Batuhan	givenname	0	1	
Bayrak	givenname	0	1	
Beat	givenname	0	1	
Beate	givenname	0	1	
Beatrice	givenname	0	1	
Beatrix	givenname	0	1	
Behçet	givenname	0	1	
Behrouz	givenname	0	1	
Bekir	givenname	0	1	
Béla	givenname	0	1	
Belinda	givenname	0	1	
Ben	givenname	0	1	
Benedikt	givenname	0	1	
Benedykt	givenname	0	1	
Bengi	givenname	0	1	
Bengt	givenname	0	1	
Benito	givenname	0	1	
Benjamin	givenname	0	1	
Benno	givenname	0	1	
Beno	givenname	0	1	
Bent	givenname	0	1	
Bento	givenname	0	1	
Benvenuto	givenname	0	1	
Beppe	givenname	0	1	
Beppo	givenname	0	1	
Berit	givenname	0	1	
Berkan	givenname	0	1	
Berke	givenname	0	1	
Bernadette	givenname	0	1	
Bernat	givenname	0	1	
Bernd	givenname	0	1	
Bernhard	givenname	0	1	
Bernhild	givenname	0	1	
Bernold	givenname	0	1	
Bert	givenname	0	1	
Bertalan	givenname	0	1	
Bertel	givenname	0	1	
Berthold	givenname	0	1	
Bertil	givenname	0	1	
Bertold	givenname	0	1	
Bertrand	givenname	0	1	
Beryl	givenname	0	1	
Besim	givenname	0	1	
Betina	givenname	0	1	
Betsy	givenname	0	1	
Bettina	givenname	0	1	
Betty	givenname	0	1	
Betül	givenname	0	1	
Beverley	givenname	0	1	
Bezalel	givenname	0	1	
Biagio	givenname	0	1	
Bianca	givenname	0	1	
Bibi	givenname	0	1	
Bibiana	givenname	0	1	
Bijan	givenname	0	1	
Bilal	givenname	0	1	
Biljana	givenname	0	1	
Bill	givenname	0	1	
Binjamin	givenname	0	1	
Birger	givenname	0	1	
Birgit	givenname	0	1	
Birol	givenname	0	1	
Birte	givenname	0	1	
Bjarne	givenname	0	1	
Bjarni	givenname	0	1	
Bjartur	givenname	0	1	
Björk	givenname	0	1	
Bjørk	givenname	0	1	
Björn	givenname	0	1	
Bjørn	givenname	0	1	
Blagoja	givenname	0	1	
Blagoje	givenname	0	1	
Blanche	givenname	0	1	
Blasius	givenname	0	1	
Blažen	givenname	0	1	
Blaženka	givenname	0	1	
Bo	givenname	0	1	
Boaz	givenname	0	1	
Bob	givenname	0	1	
Bobbie	givenname	0	1	
Bodil	givenname	0	1	
Bodo	givenname	0	1	
Boethos	givenname	0	1	
Bogdan	givenname	0	1	
Bogna	givenname	0	1	
Bogusław	givenname	0	1	
Bohdan	givenname	0	1	
Bohumil	givenname	0	1	
Bojan	givenname	0	1	
Boleslaw	givenname	0	1	
Bonaventura	givenname	0	1	
Bonifatius	givenname	0	1	
Bonifaz	givenname	0	1	
Bora	givenname	0	1	
Borbora	givenname	0	1	
Börge	givenname	0	1	
Børge	givenname	0	1	
Boris	givenname	0	1	
Bořivoj	givenname	0	1	
